department,Topic,Count,Name,Representation,Representative_Docs
MUMH: 9 West,6,40,6_called a_nurse over_wait when they_wait when,"['called a', 'nurse over', 'wait when they', 'wait when', 'to wait when', 'they called a', 'when they called', 'a nurse over', 'they called', 'called a nurse']","['Sometimes patients had to wait when they called a nurse over.', 'Sometimes patients had to wait when they called a nurse over.', 'Sometimes patients had to wait when they called a nurse over.']"
MUMH: 9 West,7,40,7_on their_and the_were probably busy_them to be,"['on their', 'and the', 'were probably busy', 'them to be', 'their own and', 'to be', 'them to', 'to open', 'they were probably', 'their food on']","['Sometimes patients were unable to open the packaging on their food on their own and the nurses sometimes didn’t noticed so I helped the patients with opening them. To be fair, they were probably busy.', 'Sometimes patients were unable to open the packaging on their food on their own and the nurses sometimes didn’t noticed so I helped the patients with opening them. To be fair, they were probably busy.', 'Sometimes patients were unable to open the packaging on their food on their own and the nurses sometimes didn’t noticed so I helped the patients with opening them. To be fair, they were probably busy.']"
MUMH: 9 West,8,40,8_able to_leaving i wasnt_that when leaving_to patient before,"['able to', 'leaving i wasnt', 'that when leaving', 'to patient before', 'them being', 'to say bye', 'to patient', 'say is that', 'to say', 'say bye to']","['I didn’t have any negative event or moment. One negative I could say is that when leaving I wasn’t able to say bye to Patient before leaving due to them being asleep.', 'I didn’t have any negative event or moment. One negative I could say is that when leaving I wasn’t able to say bye to Patient before leaving due to them being asleep.', 'I didn’t have any negative event or moment. One negative I could say is that when leaving I wasn’t able to say bye to Patient before leaving due to them being asleep.']"
MUMH: 9 West,9,40,9_all but_were just busy_maybe they_just busy,"['all but', 'were just busy', 'maybe they', 'just busy', 'maybe they were', 'all but maybe', 'me at', 'at all but', 'didnt want to', 'at all']","['Some of the nurses didn’t want to talk with me at all but maybe they were just busy.', 'Some of the nurses didn’t want to talk with me at all but maybe they were just busy.', 'Some of the nurses didn’t want to talk with me at all but maybe they were just busy.']"
MUMH: 9 West,10,40,10_a long_wait a long_long time_could come help,"['a long', 'wait a long', 'long time', 'could come help', 'are usually', 'could come', 'help them since', 'with a patient', 'i guess', 'i guess sometimes']","['I guess sometimes I had to wait a long time with a patient before a nurse could come help them, since nurses are usually so busy.', 'I guess sometimes I had to wait a long time with a patient before a nurse could come help them, since nurses are usually so busy.', 'I guess sometimes I had to wait a long time with a patient before a nurse could come help them, since nurses are usually so busy.']"
MUMH: 9 West,11,40,11_timeliness could_timeliness could be_could be improved_could be,"['timeliness could', 'timeliness could be', 'could be improved', 'could be', 'be improved', 'improved timeliness could', 'improved timeliness', 'be improved timeliness', '', '']","['Timeliness could be improved', 'Timeliness could be improved', 'Timeliness could be improved']"
MUMH: 9 West,12,39,12_but just a_just a_if possible_food a bit,"['but just a', 'just a', 'if possible', 'food a bit', 'food a', 'just a suggestion', 'but just', 'bit quicker if', 'bit quicker', 'possible but']","['wanted food a bit quicker if possible (but just a suggestion)', 'wanted food a bit quicker if possible (but just a suggestion)', 'wanted food a bit quicker if possible (but just a suggestion)']"
MUMH: 9 West,13,39,13_between of_between of some_that come_sometimes i feel,"['between of', 'between of some', 'that come', 'sometimes i feel', 'to lack of', 'that come in', 'some calls', 'of some calls', 'of some', 'of interactions that']","['Sometimes, I feel bored due to lack of interactions that come in between of some calls.', 'Sometimes, I feel bored due to lack of interactions that come in between of some calls.', 'Sometimes, I feel bored due to lack of interactions that come in between of some calls.']"
MUMH: 9 West,14,39,14_nurses to get_for nurses to_to patients_sometimes it took,"['nurses to get', 'for nurses to', 'to patients', 'sometimes it took', 'sometimes it', 'patients when called', 'patients when', 'while for nurses', 'get to patients', 'to patients when']","['Sometimes it took a while for nurses to get to patients when called', 'Sometimes it took a while for nurses to get to patients when called', 'Sometimes it took a while for nurses to get to patients when called']"
MUMH: 9 West,15,39,15_was quite busy_patients sometimes_was quite_waited before a,"['was quite busy', 'patients sometimes', 'was quite', 'waited before a', 'waited before', 'their request as', 'their request', 'sometimes waited before', 'sometimes waited', 'request as it']","['Patients sometimes waited before a nurse fulfilled their request as it was quite busy today', 'Patients sometimes waited before a nurse fulfilled their request as it was quite busy today', 'Patients sometimes waited before a nurse fulfilled their request as it was quite busy today']"
MUMH: 9 West,16,39,16_sometimes so_unable to answer_nurses can be_nurses can,"['sometimes so', 'unable to answer', 'nurses can be', 'nurses can', 'so were unable', 'sometimes so were', 'be busy', 'be busy sometimes', 'so were', 'busy sometimes so']","['Nurses can be busy sometimes so were unable to answer my questions', 'Nurses can be busy sometimes so were unable to answer my questions', 'Nurses can be busy sometimes so were unable to answer my questions']"
MUMH: 9 West,17,39,17_me as there_for me as_was nothing much_nothing much to,"['me as there', 'for me as', 'was nothing much', 'nothing much to', 'nothing much', 'much to do', 'much to', 'me as', 'little boring for', 'today was little']","['Today was little boring for me as there was nothing much to do.', 'Today was little boring for me as there was nothing much to do.', 'Today was little boring for me as there was nothing much to do.']"
MUMH: 9 West,18,39,18_thing that_that happen_really have any_thing that happen,"['thing that', 'that happen', 'really have any', 'thing that happen', 'negative thing that', 'negative thing', 'any negative thing', 'happen i', 'that happen i', 'happen i didnt']","['I didn’t really have any negative thing that happen', 'I didn’t really have any negative thing that happen', 'I didn’t really have any negative thing that happen']"
MUMH: 9 West,19,39,19_wait for a_for a request_a request_a request sometimes,"['wait for a', 'for a request', 'a request', 'a request sometimes', 'request sometimes patients', 'request sometimes', 'wait for', 'to wait for', 'for a', 'sometimes patients had']","['Sometimes patients had to wait for a request.', 'Sometimes patients had to wait for a request.', 'Sometimes patients had to wait for a request.']"
MUMH: 9 West,20,39,20_be that_when there was_for little_i was,"['be that', 'when there was', 'for little', 'i was', 'for little bit', 'little bit', 'event would', 'bored for little', 'bored for', 'bit when there']","['The most negative event would be that I was kinda bored for little bit when there was nothing to do.', 'The most negative event would be that I was kinda bored for little bit when there was nothing to do.', 'The most negative event would be that I was kinda bored for little bit when there was nothing to do.']"
MUMH: 9 West,21,39,21_it was little_feel that_the mid time_the mid,"['it was little', 'feel that', 'the mid time', 'the mid', 'that productive', 'mid time as', 'mid time', 'little boring at', 'time as i', 'feel that productive']","['It was little boring at the mid time as I didn’t feel that productive', 'It was little boring at the mid time as I didn’t feel that productive', 'It was little boring at the mid time as I didn’t feel that productive']"
MUMH: 9 West,22,39,22_after staff_was sitting in_in the hall_world even,"['after staff', 'was sitting in', 'in the hall', 'world even', 'in this world', 'like im', 'like im all', 'man was', 'man was sitting', 'many pessimistic']","['An elderly man was sitting in the hall confused and saying many pessimistic things like ""I\'m all alone in this world"" even after staff and I tried to help him.', 'An elderly man was sitting in the hall confused and saying many pessimistic things like ""I\'m all alone in this world"" even after staff and I tried to help him.', 'An elderly man was sitting in the hall confused and saying many pessimistic things like ""I\'m all alone in this world"" even after staff and I tried to help him.']"
MUMH: 9 West,23,39,23_of the patients_nurses catered to_to her_the patients felt,"['of the patients', 'nurses catered to', 'to her', 'the patients felt', 'the nurses catered', 'while before the', 'patients felt it', 'patients felt', 'one of the', 'one of']","['One of the patients felt it took a while before the nurses catered to her request.', 'One of the patients felt it took a while before the nurses catered to her request.', 'One of the patients felt it took a while before the nurses catered to her request.']"
MUMH: 9 West,24,39,24_some nurses were_and didnt_and didnt really_busy and didnt,"['some nurses were', 'and didnt', 'and didnt really', 'busy and didnt', 'questions some nurses', 'questions some', 'my questions some', 'nurses were very', 'were very busy', 'very busy']","['Some nurses were very busy and didn’t really have time to answer my questions.', 'Some nurses were very busy and didn’t really have time to answer my questions.', 'Some nurses were very busy and didn’t really have time to answer my questions.']"
MUMH: 9 West,25,39,25_nurses to come_for the nurses_the nurses to_wait for the,"['nurses to come', 'for the nurses', 'the nurses to', 'wait for the', 'to come', 'to come help', 'for the', 'help them sometimes', 'them sometimes patients', 'them sometimes']","['Sometimes patients had to wait for the nurses to come help them.', 'Sometimes patients had to wait for the nurses to come help them.', 'Sometimes patients had to wait for the nurses to come help them.']"
MGSH: Inpatient Rehabilitation,0,502,0_none none_none none none__,"['none none', 'none none none', '', '', '', '', '', '', '', '']","['none', 'none', 'none']"
MGSH: Inpatient Rehabilitation,1,168,1_made me refill_in a bigger_refill all 13_refill all,"['made me refill', 'in a bigger', 'refill all 13', 'refill all', 'of water in', 'of water', 'nurse made me', 'nurse made', 'me refill all', 'me refill']","['The nurse made me refill all 13 cups of water in a bigger size.', 'The nurse made me refill all 13 cups of water in a bigger size.', 'The nurse made me refill all 13 cups of water in a bigger size.']"
MGSH: Inpatient Rehabilitation,2,168,2_patients when they_when they needed_some nurses were_some nurses,"['patients when they', 'when they needed', 'some nurses were', 'some nurses', 'slow to come', 'slow to', 'to come', 'patients when', 'nurses were slow', 'nurses were']","['Some nurses were slow to come to patients when they needed help.', 'Some nurses were slow to come to patients when they needed help.', 'Some nurses were slow to come to patients when they needed help.']"
MGSH: Inpatient Rehabilitation,3,168,3_companionship need_people and visitors_people and_not enough companionship,"['companionship need', 'people and visitors', 'people and', 'not enough companionship', 'not enough', 'need more people', 'need more', 'more people and', 'more people', 'enough companionship need']","['Not enough companionship - need more people and visitors', 'Not enough companionship - need more people and visitors', 'Not enough companionship - need more people and visitors']"
MUMH: 7 East/IMC,-1,708,-1_na na na_na na__,"['na na na', 'na na', '', '', '', '', '', '', '', '']","['N/a', 'N/a', 'N/a']"
MUMH: 7 East/IMC,0,276,0_na na_na na na__,"['na na', 'na na na', '', '', '', '', '', '', '', '']","['N/a', 'N/a', 'N/a']"
MUMH: 7 East/IMC,1,17,1_na na_na na na__,"['na na', 'na na na', '', '', '', '', '', '', '', '']","['N/a', 'N/a', 'N/a']"
MGSH: IMC (3 East & 3 West),-1,750,-1_instead the charge_out instead the_instead the_questions but,"['instead the charge', 'out instead the', 'instead the', 'questions but', 'often busy', 'charge nurse was', 'but the other', 'charge nurse', 'nurses helped', 'when i was']","['The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!', 'The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!', 'The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!']"
MGSH: IMC (3 East & 3 West),0,207,0_ask her_was trying to_busy when_often busy,"['ask her', 'was trying to', 'busy when', 'often busy', 'but the', 'helped me', 'charge nurse', 'charge nurse was', 'nurse was often', 'when i was']","['The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!', 'The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!', 'The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!']"
MGSH: IMC (3 East & 3 West),1,30,1_ask her_was trying to_busy when_often busy,"['ask her', 'was trying to', 'busy when', 'often busy', 'but the', 'helped me', 'charge nurse', 'charge nurse was', 'nurse was often', 'when i was']","['The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!', 'The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!', 'The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!']"
MGSH: IMC (3 East & 3 West),2,14,2_ask her_was trying to_busy when_often busy,"['ask her', 'was trying to', 'busy when', 'often busy', 'but the', 'helped me', 'charge nurse', 'charge nurse was', 'nurse was often', 'when i was']","['The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!', 'The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!', 'The charge nurse was often busy when I was trying to ask her questions but the other nurses helped me out instead!']"
