department,Topic,Count,Name,Representation,Representative_Docs
MUMH: 4th Floor,29,26,29_my first shift_the team members_team members were_team members,"['my first shift', 'the team members', 'team members were', 'team members', 'sure i was', 'sure i', 'supportive and made', 'supportive and', 'and made sure', 'very supportive']","['The team members were very supportive and made sure I was comfortable for my first shift.', 'The team members were very supportive and made sure I was comfortable for my first shift.', 'The team members were very supportive and made sure I was comfortable for my first shift.']"
MUMH: 4th Floor,30,26,30_access on_where items were_code to access_also gave me,"['access on', 'where items were', 'code to access', 'also gave me', 'me the code', 'items were she', 'gave me the', 'helped me with', 'on my own', 'items were']","['One of the nurses helped me with the storage room and showed me where items were. She also gave me the code to access on my own.', 'One of the nurses helped me with the storage room and showed me where items were. She also gave me the code to access on my own.', 'One of the nurses helped me with the storage room and showed me where items were. She also gave me the code to access on my own.']"
MUMH: 4th Floor,31,26,31_them wonderfully_them wonderfully so_wonderfully so_treated them wonderfully,"['them wonderfully', 'them wonderfully so', 'wonderfully so', 'treated them wonderfully', 'treated them', 'wonderfully so far', 'so far', 'has treated them', 'everyone has treated', 'has treated']","['A patient told me that everyone has treated them wonderfully so far.', 'A patient told me that everyone has treated them wonderfully so far.', 'A patient told me that everyone has treated them wonderfully so far.']"
MUMH: 4th Floor,32,26,32_patients were_and i had_super friendly_good conversations,"['patients were', 'and i had', 'super friendly', 'good conversations', 'friendly and i', 'friendly and', 'some good conversations', 'i had some', 'had some', 'had some good']","['All the patients were super friendly and i had some good conversations', 'All the patients were super friendly and i had some good conversations', 'All the patients were super friendly and i had some good conversations']"
MUMH: 4th Floor,33,26,33_been happy_is recovering_updates from_to hear updates,"['been happy', 'is recovering', 'updates from', 'to hear updates', 'to hear', 'that he is', 'recovering well', 'providers that he', 'providers that', 'mr kevin has']","['Mr. Kevin has been happy to hear updates from his providers that he is recovering well.', 'Mr. Kevin has been happy to hear updates from his providers that he is recovering well.', 'Mr. Kevin has been happy to hear updates from his providers that he is recovering well.']"
MUMH: 4th Floor,34,26,34_the call_the patient_a call_order food i,"['the call', 'the patient', 'a call', 'order food i', 'the call after', 'on hold on', 'order food', 'solve the issue', 'solve the', 'situation and they']","[""A patient said he's been put on hold on a call to order food. I told the nurses about the situation, and they told that they will connect the patient room with the call if the food services pick up the call. After getting notified, the patient seemed more relieved, and thanked me for helping solve the issue."", ""A patient said he's been put on hold on a call to order food. I told the nurses about the situation, and they told that they will connect the patient room with the call if the food services pick up the call. After getting notified, the patient seemed more relieved, and thanked me for helping solve the issue."", ""A patient said he's been put on hold on a call to order food. I told the nurses about the situation, and they told that they will connect the patient room with the call if the food services pick up the call. After getting notified, the patient seemed more relieved, and thanked me for helping solve the issue.""]"
MUMH: 4th Floor,35,26,35_mr fernando_his surgeon_resume almost normal_his sternum,"['mr fernando', 'his surgeon', 'resume almost normal', 'his sternum', 'resume feeling', 'nerve endings near', 'nerves would', 'nerves would resume', 'normal function', 'normal function hours']","['Mr. Fernando complimented his surgeon who initially did an exploratory procedure on him to fix his atrial blockage, but realized it wouldn’t work. Within two days, Mr. Fernando underwent open heart surgery because his aorta was 98% blocked, and his physician said this was his best course of treatment. Mr. Fernando was very grateful for his surgeon and was impressed by how little pain he felt after because of novel technique where they froze his nerve endings near his sternum. After 2-3 months, his nerves would resume feeling again, but he would be healed by then. He was able to resume almost normal function hours after his surgery except for standard tubing, but now a week later, he feels great.', 'Mr. Fernando complimented his surgeon who initially did an exploratory procedure on him to fix his atrial blockage, but realized it wouldn’t work. Within two days, Mr. Fernando underwent open heart surgery because his aorta was 98% blocked, and his physician said this was his best course of treatment. Mr. Fernando was very grateful for his surgeon and was impressed by how little pain he felt after because of novel technique where they froze his nerve endings near his sternum. After 2-3 months, his nerves would resume feeling again, but he would be healed by then. He was able to resume almost normal function hours after his surgery except for standard tubing, but now a week later, he feels great.', 'Mr. Fernando complimented his surgeon who initially did an exploratory procedure on him to fix his atrial blockage, but realized it wouldn’t work. Within two days, Mr. Fernando underwent open heart surgery because his aorta was 98% blocked, and his physician said this was his best course of treatment. Mr. Fernando was very grateful for his surgeon and was impressed by how little pain he felt after because of novel technique where they froze his nerve endings near his sternum. After 2-3 months, his nerves would resume feeling again, but he would be healed by then. He was able to resume almost normal function hours after his surgery except for standard tubing, but now a week later, he feels great.']"
MUMH: 4th Floor,36,26,36_really friendly they_told me to_for the night_at the front,"['really friendly they', 'told me to', 'for the night', 'at the front', 'get home', 'for volunteering', 'front for the', 'front for', 'me to get', 'was really friendly']","['The nursing staff at the front for the night shift was really friendly, they told me to get home safe and thanked me for volunteering.', 'The nursing staff at the front for the night shift was really friendly, they told me to get home safe and thanked me for volunteering.', 'The nursing staff at the front for the night shift was really friendly, they told me to get home safe and thanked me for volunteering.']"
MUMH: 4th Floor,37,26,37_with a_the patient_what the patient_patient needed,"['with a', 'the patient', 'what the patient', 'patient needed', 'was what', 'was with', 'was what the', 'to the patient', 'patient and very', 'patient as']","['The most positive event that occurred with a team member was with a rehabilitation nurse. I was talking to a patient as she came in, examined him, and took him on a walk. She was incredibly nice to the patient and very social which was what the patient needed.', 'The most positive event that occurred with a team member was with a rehabilitation nurse. I was talking to a patient as she came in, examined him, and took him on a walk. She was incredibly nice to the patient and very social which was what the patient needed.', 'The most positive event that occurred with a team member was with a rehabilitation nurse. I was talking to a patient as she came in, examined him, and took him on a walk. She was incredibly nice to the patient and very social which was what the patient needed.']"
MUMH: 4th Floor,38,26,38_an empty_nurse was_very helpful_up an empty,"['an empty', 'nurse was', 'very helpful', 'up an empty', 'up an', 'to set up', 'to set', 'thought me how', 'thought me', 'the charge nurse']","['The Charge Nurse was very helpful and thought me how to set up an empty room', 'The Charge Nurse was very helpful and thought me how to set up an empty room', 'The Charge Nurse was very helpful and thought me how to set up an empty room']"
MUMH: 4th Floor,39,26,39_about friendships_here has_their stay_stay here has,"['about friendships', 'here has', 'their stay', 'stay here has', 'stay here', 'said their stay', 'said their', 'patient said their', 'their stay here', 'one patient said']","['One patient said their stay here has been good and gave me advice about friendships.', 'One patient said their stay here has been good and gave me advice about friendships.', 'One patient said their stay here has been good and gave me advice about friendships.']"
MGSH: Emergency Department,0,27,0_with the_with the pcts_theyre nice_the pcts theyre,"['with the', 'with the pcts', 'theyre nice', 'the pcts theyre', 'the pcts', 'pcts theyre nice', 'pcts theyre', 'i bonded with', 'i bonded', 'bonded with the']","['I bonded with the PCTs, they’re nice.', 'I bonded with the PCTs, they’re nice.', 'I bonded with the PCTs, they’re nice.']"
MGSH: Emergency Department,1,27,1_advice when_where it was_even took_know where it,"['advice when', 'where it was', 'even took', 'know where it', 'where something was', 'me advice when', 'me where', 'me where something', 'of anything', 'of anything and']","['Nurses were very happy to give me advice when I wasn’t sure of anything and even took the time to show me where something was if I didn’t know where it was.', 'Nurses were very happy to give me advice when I wasn’t sure of anything and even took the time to show me where something was if I didn’t know where it was.', 'Nurses were very happy to give me advice when I wasn’t sure of anything and even took the time to show me where something was if I didn’t know where it was.']"
MGSH: Emergency Department,2,27,2_a nurse_me their_when i asked_to share me,"['a nurse', 'me their', 'when i asked', 'to share me', 'to share', 'their experience as', 'share me their', 'share me', 'a nurse when', 'nurse when']","['Nurses were very happy to share me their experience as a nurse when I asked.', 'Nurses were very happy to share me their experience as a nurse when I asked.', 'Nurses were very happy to share me their experience as a nurse when I asked.']"
MGSH: Emergency Department,3,27,3_was one time_left alone_was one_time left alone,"['was one time', 'left alone', 'was one', 'time left alone', 'time left', 'talked to a', 'she was one', 'she was', 'patient and how', 'a patient and']","['Talked to a patient and how she was one time left alone in the hospital', 'Talked to a patient and how she was one time left alone in the hospital', 'Talked to a patient and how she was one time left alone in the hospital']"
MGSH: Emergency Department,4,27,4_and i_observing ct_to observe patient_this experience,"['and i', 'observing ct', 'to observe patient', 'this experience', 'typically volunteer days', 'this experience was', 'volunteer days and', 'typically volunteer', 'the ct', 'volunteer days']","['The most positive event I experienced was observing ct scanning in the CT Scan room. This experience was different than my typically volunteer days and I got to observe patient interaction with technologists.', 'The most positive event I experienced was observing ct scanning in the CT Scan room. This experience was different than my typically volunteer days and I got to observe patient interaction with technologists.', 'The most positive event I experienced was observing ct scanning in the CT Scan room. This experience was different than my typically volunteer days and I got to observe patient interaction with technologists.']"
MGSH: Emergency Department,5,27,5_shared as_welcoming i truly_as i escorted_especially the small,"['shared as', 'welcoming i truly', 'as i escorted', 'especially the small', 'conversations we', 'escorted them', 'appreciated their warmth', 'as i', 'conversations we shared', 'especially the']","['The patients were extremely kind and welcoming. I truly appreciated their warmth, especially the small conversations we shared as I escorted them.', 'The patients were extremely kind and welcoming. I truly appreciated their warmth, especially the small conversations we shared as I escorted them.', 'The patients were extremely kind and welcoming. I truly appreciated their warmth, especially the small conversations we shared as I escorted them.']"
MGSH: Emergency Department,6,27,6_from nurses_pas and physicians_pas and_nurses pas and,"['from nurses', 'pas and physicians', 'pas and', 'nurses pas and', 'nurses pas', 'medical information instruction', 'medical information', 'instruction from nurses', 'instruction from', 'information instruction from']","['Medical information instruction from nurses, PAs and physicians', 'Medical information instruction from nurses, PAs and physicians', 'Medical information instruction from nurses, PAs and physicians']"
MGSH: Emergency Department,7,27,7_first day and_was incredibly kind_today was my_today was,"['first day and', 'was incredibly kind', 'today was my', 'today was', 'my first day', 'my first', 'incredibly kind and', 'incredibly kind', 'was my', 'first day']","['Today was my first day, and almost everyone was incredibly kind and welcoming.', 'Today was my first day, and almost everyone was incredibly kind and welcoming.', 'Today was my first day, and almost everyone was incredibly kind and welcoming.']"
MGSH: Emergency Department,8,27,8____,"['', '', '', '', '', '', '', '', '', '']","['-', '-', '-']"
MGSH: Emergency Department,9,27,9_nurse interaction_nurse allowed_to see that_shift was when,"['nurse interaction', 'nurse allowed', 'to see that', 'shift was when', 'was getting', 'was getting his', 'was when', 'was when the', 'when the', 'when the charge']","['The most positive event of my shift was when the charge nurse allowed me to observe a patient who was getting his eyes flushed due to getting maced. I truly appreciated the opportunity to see that patient and nurse interaction first hand.', 'The most positive event of my shift was when the charge nurse allowed me to observe a patient who was getting his eyes flushed due to getting maced. I truly appreciated the opportunity to see that patient and nurse interaction first hand.', 'The most positive event of my shift was when the charge nurse allowed me to observe a patient who was getting his eyes flushed due to getting maced. I truly appreciated the opportunity to see that patient and nurse interaction first hand.']"
MGSH: Emergency Department,10,27,10_for almost half_listened to a_interests for almost_interests for,"['for almost half', 'listened to a', 'interests for almost', 'interests for', 'half an hour', 'half an', 'patient discuss', 'for almost', 'discuss their interests', 'discuss their']","['Listened to a patient discuss their interests for almost half an hour', 'Listened to a patient discuss their interests for almost half an hour', 'Listened to a patient discuss their interests for almost half an hour']"
MGSH: Emergency Department,11,27,11_beds i_beds i would_would overhear the_was cleaning the,"['beds i', 'beds i would', 'would overhear the', 'was cleaning the', 'was cleaning', 'the techsnurses comforting', 'the techsnurses', 'the beds i', 'the beds', 'techsnurses comforting crying']","['When I was cleaning the beds, I would overhear the techs/nurses comforting crying or hurting patients', 'When I was cleaning the beds, I would overhear the techs/nurses comforting crying or hurting patients', 'When I was cleaning the beds, I would overhear the techs/nurses comforting crying or hurting patients']"
MGSH: Emergency Department,12,27,12_talked to patient_were interested in_many topics they_many topics,"['talked to patient', 'were interested in', 'many topics they', 'many topics', 'interested in', 'about many topics', 'about many', 'patient about many', 'patient about', 'they were interested']","['Talked to patient about many topics they were interested in', 'Talked to patient about many topics they were interested in', 'Talked to patient about many topics they were interested in']"
MGSH: Emergency Department,13,27,13_for about 30_minutes as_30 minutes_30 minutes as,"['for about 30', 'minutes as', '30 minutes', '30 minutes as', 'waiting for discharge', 'a patient for', 'about 30', 'about 30 minutes', 'as they', 'as they were']","['Talked with a patient for about 30 minutes as they were waiting for discharge.', 'Talked with a patient for about 30 minutes as they were waiting for discharge.', 'Talked with a patient for about 30 minutes as they were waiting for discharge.']"
MGSH: Emergency Department,14,27,14_where something is_something is_shown where something_being shown where,"['where something is', 'something is', 'shown where something', 'being shown where', 'being shown', 'something is being', 'is being shown', 'is being', 'where something', 'shown where']","['Being shown where something is', 'Being shown where something is', 'Being shown where something is']"
MGSH: Emergency Department,15,27,15_worked at_worked at cardiac_surgery department_i also worked,"['worked at', 'worked at cardiac', 'surgery department', 'i also worked', 'i also', 'cardiac surgery department', 'cardiac surgery', 'at cardiac surgery', 'at cardiac', 'also worked at']","['I also worked at cardiac surgery department', 'I also worked at cardiac surgery department', 'I also worked at cardiac surgery department']"
MGSH: Emergency Department,16,27,16_walking patients_to their rooms_walking patients to_their rooms,"['walking patients', 'to their rooms', 'walking patients to', 'their rooms', 'patients to their', 'patients to', 'their rooms walking', 'rooms walking patients', 'rooms walking', 'to their']","['Walking patients to their rooms', 'Walking patients to their rooms', 'Walking patients to their rooms']"
MGSH: Emergency Department,17,27,17_nice and understanding_very nice and_around was very_around was,"['nice and understanding', 'very nice and', 'around was very', 'around was', 'get my', 'and understanding she', 'helped me', 'helped me get', 'me around', 'me around was']","['The tech that showed me around was very nice and understanding, she helped me get my footing', 'The tech that showed me around was very nice and understanding, she helped me get my footing', 'The tech that showed me around was very nice and understanding, she helped me get my footing']"
MGSH: Emergency Department,18,27,18_were very kind_very kind_a password_when i forgot,"['were very kind', 'very kind', 'a password', 'when i forgot', 'forgot a password', 'forgot a', 'i forgot', 'door they were', 'door they', 'and when']","['Nurses were very kind and when I forgot a password to a specific door they were very kind to show me everything.', 'Nurses were very kind and when I forgot a password to a specific door they were very kind to show me everything.', 'Nurses were very kind and when I forgot a password to a specific door they were very kind to show me everything.']"
MGSH: Emergency Department,19,27,19_20 minutes_for the_while they were_while they,"['20 minutes', 'for the', 'while they were', 'while they', 'waiting for the', 'the doctor for', 'the doctor', 'patient while', 'for the doctor', 'patient while they']","['Talked with a patient while they were waiting for the doctor for around 20 minutes', 'Talked with a patient while they were waiting for the doctor for around 20 minutes', 'Talked with a patient while they were waiting for the doctor for around 20 minutes']"
MGSH: Emergency Department,20,27,20_very interesting_very interesting patient_patient information_interesting patient information,"['very interesting', 'very interesting patient', 'patient information', 'interesting patient information', 'interesting patient', 'patient information very', 'information very interesting', 'information very', '', '']","['Very interesting patient information.', 'Very interesting patient information.', 'Very interesting patient information.']"
MGSH: Emergency Department,21,27,21_where to_was shown where_was shown_to go,"['where to', 'was shown where', 'was shown', 'to go', 'shown where to', 'where to go', 'i was shown', 'to go i', 'go i was', 'go i']","['I was shown where to go', 'I was shown where to go', 'I was shown where to go']"
MGSH: Emergency Department,22,27,22_lots of_were also gave_find things_happy to help,"['lots of', 'were also gave', 'find things', 'happy to help', 'find things if', 'good life', 'gave me lots', 'good life advice', 'where they were', 'kind and were']","['Most nurses were very kind and were all very happy to help me find things if I didn’t know where they were… also gave me lots of good life advice.', 'Most nurses were very kind and were all very happy to help me find things if I didn’t know where they were… also gave me lots of good life advice.', 'Most nurses were very kind and were all very happy to help me find things if I didn’t know where they were… also gave me lots of good life advice.']"
MGSH: Emergency Department,23,27,23_to their room_them to_with patient_waiting after leading,"['to their room', 'them to', 'with patient', 'waiting after leading', 'after leading', 'after leading them', 'leading them', 'leading them to', 'patient when', 'patient when they']","['Talked with patient when they were waiting after leading them to their room', 'Talked with patient when they were waiting after leading them to their room', 'Talked with patient when they were waiting after leading them to their room']"
MGSH: Emergency Department,24,27,24_their experience with_sharing their experience_sharing their_nurses sharing their,"['their experience with', 'sharing their experience', 'sharing their', 'nurses sharing their', 'nurses sharing', 'experience with me', 'experience with', 'with me nurses', 'me nurses sharing', 'with me']","['Nurses sharing their experience with me', 'Nurses sharing their experience with me', 'Nurses sharing their experience with me']"
MGSH: Emergency Department,25,26,25_any questions_kind enough to_i had_help answer any,"['any questions', 'kind enough to', 'i had', 'help answer any', 'help answer', 'were kind enough', 'enough to help', 'enough to', 'any questions i', 'kind enough']","['Nurses were kind enough to help answer any questions I had.', 'Nurses were kind enough to help answer any questions I had.', 'Nurses were kind enough to help answer any questions I had.']"
MGSH: Emergency Department,26,26,26_friendly and were_kind to me_and were kind_to me,"['friendly and were', 'kind to me', 'and were kind', 'to me', 'were kind to', 'to me nurses', 'me nurses were', 'were kind', 'very friendly and', 'very friendly']","['Nurses were very friendly and were kind to me.', 'Nurses were very friendly and were kind to me.', 'Nurses were very friendly and were kind to me.']"
MGSH: Emergency Department,27,26,27_one of the_one of_of the_of the medical,"['one of the', 'one of', 'of the', 'of the medical', 'who was very', 'explain one', 'i talked to', 'kind to explain', 'medical conditions i', 'i talked']","['I talked to one of the nurses who was very kind to explain one of the medical conditions I asked about', 'I talked to one of the nurses who was very kind to explain one of the medical conditions I asked about', 'I talked to one of the nurses who was very kind to explain one of the medical conditions I asked about']"
MGSH: Emergency Department,28,26,28_answer all questions_to answer all_to answer_happy to answer,"['answer all questions', 'to answer all', 'to answer', 'happy to answer', 'all questions', 'and happy', 'and happy to', 'answer all', 'friendly and happy', 'questions nurses were']","['Nurses were very friendly and happy to answer all questions.', 'Nurses were very friendly and happy to answer all questions.', 'Nurses were very friendly and happy to answer all questions.']"
MGSH: Emergency Department,29,26,29_and teaching me_were super_teaching me everything_teaching me,"['and teaching me', 'were super', 'teaching me everything', 'teaching me', 'super helpful and', 'super helpful', 'pas were super', 'pas were', 'were super helpful', 'helpful and teaching']","['PAs were super helpful and teaching me everything', 'PAs were super helpful and teaching me everything', 'PAs were super helpful and teaching me everything']"
MGSH: Emergency Department,30,26,30_wait times_to several patients_to several_talked to several,"['wait times', 'to several patients', 'to several', 'talked to several', 'several patients during', 'patients during wait', 'patients during', 'during wait times', 'during wait', 'times talked to']","['Talked to several patients during wait times', 'Talked to several patients during wait times', 'Talked to several patients during wait times']"
MGSH: Emergency Department,31,26,31_a pa_who allowed me_event was_with a pa,"['a pa', 'who allowed me', 'event was', 'with a pa', 'interacting with', 'interacting with a', 'me to shadow', 'opportunity and', 'opportunity and exposure', 'pa fiona']","['The most positive event was interacting with a PA, Fiona, who allowed me to shadow her and visit her patients for that evening. I really appreciated that opportunity and exposure.', 'The most positive event was interacting with a PA, Fiona, who allowed me to shadow her and visit her patients for that evening. I really appreciated that opportunity and exposure.', 'The most positive event was interacting with a PA, Fiona, who allowed me to shadow her and visit her patients for that evening. I really appreciated that opportunity and exposure.']"
MGSH: Emergency Department,32,26,32_willing to_to help and_willing to help_is willing to,"['willing to', 'to help and', 'willing to help', 'is willing to', 'is willing', 'help and understanding', 'help and', 'everyone is willing', 'everyone is', 'understanding everyone is']","['Everyone is willing to help and understanding.', 'Everyone is willing to help and understanding.', 'Everyone is willing to help and understanding.']"
MGSH: Emergency Department,33,26,33_everything really well_doctors and pas_pas always explain_pas always,"['everything really well', 'doctors and pas', 'pas always explain', 'pas always', 'nurses and doctors', 'nurses and', 'really well', 'really well and', 'explain everything really', 'explain everything']","['Nurses and doctors and PAs always explain everything really well and are really friendly', 'Nurses and doctors and PAs always explain everything really well and are really friendly', 'Nurses and doctors and PAs always explain everything really well and are really friendly']"
MGSH: Emergency Department,34,26,34_in their_about their_shared with me_the hospital and,"['in their', 'about their', 'shared with me', 'the hospital and', 'their conversation about', 'the pas', 'their roles based', 'their conversation', 'shared with', 'their roles']","['The most positive event shared with me was the PAs, Fiona and Holly, inviting me in their conversation about their routine experiences in the hospital and comparing differences in their roles based on their experience.', 'The most positive event shared with me was the PAs, Fiona and Holly, inviting me in their conversation about their routine experiences in the hospital and comparing differences in their roles based on their experience.', 'The most positive event shared with me was the PAs, Fiona and Holly, inviting me in their conversation about their routine experiences in the hospital and comparing differences in their roles based on their experience.']"
MGSH: Emergency Department,35,26,35_me how they_offering to show_nurses offering to_nurses offering,"['me how they', 'offering to show', 'nurses offering to', 'nurses offering', 'me how', 'how they administer', 'how they', 'administer vacutainer systems', 'administer vacutainer', 'show me how']","['Nurses offering to show me how they administer vacutainer systems', 'Nurses offering to show me how they administer vacutainer systems', 'Nurses offering to show me how they administer vacutainer systems']"
MGSH: Emergency Department,36,26,36_child during their_during their wait_patients child_child during,"['child during their', 'during their wait', 'patients child', 'child during', 'a patients child', 'a patients', 'patients child during', 'with a patients', 'their wait', 'their wait time']","['Talked with a patient’s child during their wait time', 'Talked with a patient’s child during their wait time', 'Talked with a patient’s child during their wait time']"
MGSH: Emergency Department,37,26,37_several patients when_with several_with several patients_talked with several,"['several patients when', 'with several', 'with several patients', 'talked with several', 'were waiting to', 'waiting to', 'waiting to be', 'be seen', 'to be seen', 'patients when they']","['Talked with several patients when they were waiting to be seen', 'Talked with several patients when they were waiting to be seen', 'Talked with several patients when they were waiting to be seen']"
MGSH: Emergency Department,38,26,38_about hemodialysis_used to be_fistula used to_feel his arm,"['about hemodialysis', 'used to be', 'fistula used to', 'feel his arm', 'be to learn', 'his fistula', 'be to', 'arm where his', 'arm where', 'allowing me to']","['Patient allowing me to feel his arm where his fistula used to be to learn about hemodialysis complications', 'Patient allowing me to feel his arm where his fistula used to be to learn about hemodialysis complications', 'Patient allowing me to feel his arm where his fistula used to be to learn about hemodialysis complications']"
MGSH: Preoperative Services (ASU/PACU/Endo),0,334,0_nurses were very_nurse bernie_the charge_particularly the charge,"['nurses were very', 'nurse bernie', 'the charge', 'particularly the charge', 'particularly the', 'were very helpful', 'very helpful', 'very helpful particularly', 'was amazing', 'nurse bernie was']","['All of the nurses were very helpful, particularly the charge nurse Bernie was amazing', 'All of the nurses were very helpful, particularly the charge nurse Bernie was amazing', 'All of the nurses were very helpful, particularly the charge nurse Bernie was amazing']"
MGSH: Preoperative Services (ASU/PACU/Endo),1,320,1_able to interact_before surgery_with patients_was able to,"['able to interact', 'before surgery', 'with patients', 'was able to', 'was able', 'to interact with', 'to interact', 'with patients before', 'patients before surgery', 'patients before']","['Was able to interact with patients before surgery', 'Was able to interact with patients before surgery', 'Was able to interact with patients before surgery']"
MGSH: Preoperative Services (ASU/PACU/Endo),2,316,2_nurses were quick_were quick to_quick to_quick to help,"['nurses were quick', 'were quick to', 'quick to', 'quick to help', 'in need', 'patients in', 'help the', 'help the patients', 'the patients', 'the patients in']","['All of the nurses were quick to help the patients in need', 'All of the nurses were quick to help the patients in need', 'All of the nurses were quick to help the patients in need']"
MGSH: Preoperative Services (ASU/PACU/Endo),3,18,3_nurses were quick_were quick to_quick to_quick to help,"['nurses were quick', 'were quick to', 'quick to', 'quick to help', 'in need', 'patients in', 'help the', 'help the patients', 'the patients', 'the patients in']","['All of the nurses were quick to help the patients in need', 'All of the nurses were quick to help the patients in need', 'All of the nurses were quick to help the patients in need']"
MGSH: Preoperative Services (ASU/PACU/Endo),4,15,4_able to interact_before surgery_with patients_was able to,"['able to interact', 'before surgery', 'with patients', 'was able to', 'was able', 'to interact with', 'to interact', 'with patients before', 'patients before surgery', 'patients before']","['Was able to interact with patients before surgery', 'Was able to interact with patients before surgery', 'Was able to interact with patients before surgery']"
MUMH: 6 East/IMC-HF,0,113,0_she was_6th floor_me lots_lots of,"['she was', '6th floor', 'me lots', 'lots of', 'lots of questions', 'the 6th', 'so nice', 'she was the', 'she was so', 'she was kind']","['I met an elderly woman who had an unpleasant experience in the ER but really enjoyed the nurses and services on the 6th floor. She was kind and asked me lots of questions, which I answered eagerly. She was the first patient I visited and the last one as well (I went back to meet her again) because she was so nice.', 'I met an elderly woman who had an unpleasant experience in the ER but really enjoyed the nurses and services on the 6th floor. She was kind and asked me lots of questions, which I answered eagerly. She was the first patient I visited and the last one as well (I went back to meet her again) because she was so nice.', 'I met an elderly woman who had an unpleasant experience in the ER but really enjoyed the nurses and services on the 6th floor. She was kind and asked me lots of questions, which I answered eagerly. She was the first patient I visited and the last one as well (I went back to meet her again) because she was so nice.']"
MUMH: 6 East/IMC-HF,1,112,1_to talk_me to_asked me_of the,"['to talk', 'me to', 'asked me', 'of the', 'and the', 'sat down', 'me to tell', 'met a very', 'met a', 'of the world']","['1. I sat down and read greek and indian mythology to a woman who was very sick. She had been surrounded by machines and the sounds of the hospital all day but she didn’t want to talk, she just asked me to talk to her. I asked if she wanted me to tell her stories and she agreed. I spent 40 minutes total giving her company. 2. I met a very nice couple from NY who asked me about my background and we had an honest discussion about all of our lives and the reality of the world as POCs.', '1. I sat down and read greek and indian mythology to a woman who was very sick. She had been surrounded by machines and the sounds of the hospital all day but she didn’t want to talk, she just asked me to talk to her. I asked if she wanted me to tell her stories and she agreed. I spent 40 minutes total giving her company. 2. I met a very nice couple from NY who asked me about my background and we had an honest discussion about all of our lives and the reality of the world as POCs.', '1. I sat down and read greek and indian mythology to a woman who was very sick. She had been surrounded by machines and the sounds of the hospital all day but she didn’t want to talk, she just asked me to talk to her. I asked if she wanted me to tell her stories and she agreed. I spent 40 minutes total giving her company. 2. I met a very nice couple from NY who asked me about my background and we had an honest discussion about all of our lives and the reality of the world as POCs.']"
MUMH: 6 East/IMC-HF,2,112,2_told me_the most_that god_most important thing,"['told me', 'the most', 'that god', 'most important thing', 'most positive event', 'out of it', '49 minutes', 'most important', 'minutes he shared', 'minutes he']","['The most positive event today was speaking to a retired veteran and ex addict for 49 minutes. He shared his history with substances and told me about how it destroyed his life but also how he was able to get out of it because of the village of people that were supporting him. He told me that God is always with us and that the most important thing to do is have faith.', 'The most positive event today was speaking to a retired veteran and ex addict for 49 minutes. He shared his history with substances and told me about how it destroyed his life but also how he was able to get out of it because of the village of people that were supporting him. He told me that God is always with us and that the most important thing to do is have faith.', 'The most positive event today was speaking to a retired veteran and ex addict for 49 minutes. He shared his history with substances and told me about how it destroyed his life but also how he was able to get out of it because of the village of people that were supporting him. He told me that God is always with us and that the most important thing to do is have faith.']"
MUMH: 6 East/IMC-HF,3,112,3_of his_45 minutes_my memories of_my country,"['of his', '45 minutes', 'my memories of', 'my country', 'its culture he', 'man for about', 'life and travelling', 'man for', 'much of', 'indian he asked']","['Today I spoke with an elderly man for about 45 minutes about his life and travelling. He used to be a chef my profession and has spent much of his time exploring the world. I told him I was from India and he shared that I reminded him from one of his old colleagues who was also Indian. He asked me more about my country and I happily shared my memories of its culture. He offered his wisdom to me - telling me to always work hard and never forget that my goal is to help people.', 'Today I spoke with an elderly man for about 45 minutes about his life and travelling. He used to be a chef my profession and has spent much of his time exploring the world. I told him I was from India and he shared that I reminded him from one of his old colleagues who was also Indian. He asked me more about my country and I happily shared my memories of its culture. He offered his wisdom to me - telling me to always work hard and never forget that my goal is to help people.', 'Today I spoke with an elderly man for about 45 minutes about his life and travelling. He used to be a chef my profession and has spent much of his time exploring the world. I told him I was from India and he shared that I reminded him from one of his old colleagues who was also Indian. He asked me more about my country and I happily shared my memories of its culture. He offered his wisdom to me - telling me to always work hard and never forget that my goal is to help people.']"
MUMH: 6 East/IMC-HF,4,112,4_i met_40minutes yesterday_most were really_not disclosed,"['i met', '40minutes yesterday', 'most were really', 'not disclosed', 'name not disclosed', 'other patients but', 'not disclosed for', 'patients but', 'really tired', 'name not']","['I met the same man I had interacted with for 40minutes yesterday and we delved deeper into both of our lives. We spoke for longer and I visited him multiple times throughout my shift, occasionally bringing him things like ice water. I met some other patients but most were really tired today so I ended up spending the most time with this man (name not disclosed for HIPAA reasons).', 'I met the same man I had interacted with for 40minutes yesterday and we delved deeper into both of our lives. We spoke for longer and I visited him multiple times throughout my shift, occasionally bringing him things like ice water. I met some other patients but most were really tired today so I ended up spending the most time with this man (name not disclosed for HIPAA reasons).', 'I met the same man I had interacted with for 40minutes yesterday and we delved deeper into both of our lives. We spoke for longer and I visited him multiple times throughout my shift, occasionally bringing him things like ice water. I met some other patients but most were really tired today so I ended up spending the most time with this man (name not disclosed for HIPAA reasons).']"
